"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"1255",2016-12-06,3,12,1,0,98.38682048,242.0265704,70.13431515,71.9063054,178.942242,0,661.39625343,0,7,6.25,5,61,0,0,0,"kalt"
"366",2014-07-01,3,7,0,0,79.46577664,394.0829754,166.4832195,74.31761753,316.1465468,0,1030.49613587,0,6,15.6875,14,61,0,0,0,"normal"
"1718",2018-03-14,4,3,0,0,142.7412991,257.4543735,105.0879511,101.6108947,255.0034398,0,861.8979582,0,8,3.2,8,21,0,0,0,"kalt"
"1485",2017-07-24,2,7,0,1,171.7089928,579.2880312,319.7192494,83.10307721,294.4143739,0,1448.23372451,0,7,18.75,10,21,0,0,0,"normal"
"1328",2017-02-17,6,2,0,0,151.6383739,272.2948769,72.46032371,52.45374719,279.3769925,0,828.2243142,0,7,6,9,61,0,0,0,"kalt"
"1228",2016-11-09,4,11,0,0,102.8007786,225.6254094,76.8691466,85.84756516,216.2905467,0,707.43344646,0,0,1.25,4,10,0,0,0,"kalt"
"739",2015-07-09,5,7,0,0,135.6307234,400.0613966,164.2239758,95.87711972,281.6978438,0,1077.49105932,0,6,14.375,24,61,0,0,0,"normal"
"1052",2016-05-17,3,5,0,0,126.1759395,399.0044653,155.8164522,86.97849435,253.3350931,0,1021.31044445,0,7,10.75,15,21,0,0,1,"normal"
"1735",2018-03-31,7,3,0,1,416.7887644,558.6294023,320.9347406,52.1670177,270.2695271,0,1618.7894521,0,7,2.225,17,0,0,1,1,"kalt"
"1154",2016-08-27,7,8,0,1,143.7280503,591.8394254,277.9031003,78.49406319,431.8834482,0,1523.84808739,0,0,20.375,8,0,0,0,0,"warm"
"1664",2018-01-19,6,1,0,0,121.0282509,233.268219,79.49126845,76.75398177,227.6297627,0,738.17148282,0,6,1.975,10,73,0,0,0,"kalt"
"619",2015-03-11,4,3,0,0,77.59252788,274.7199502,102.0681117,75.67855621,223.9701037,0,754.02924969,0,0,9.125,12,0,0,0,0,"kalt"
"2137",2019-05-07,3,5,0,0,168.9762623,263.0768515,108.0271164,0,166.3443422,0,706.4245724,0,3,9.6625,14,21,0,0,0,"kalt"
"525",2014-12-07,1,12,1,0,75.51292274,579.7424645,176.3988384,204.6933112,276.6519447,0,1312.99948154,0,7,4.875,12,61,0,0,0,"kalt"
"1176",2016-09-18,1,9,0,0,93.16086238,480.5425813,197.3078531,67.75111869,355.7231541,0,1194.48556957,0,7,16.75,15,21,0,0,0,"normal"
"952",2016-02-07,1,2,0,0,85.2218274,579.7077672,140.818372,72.29469231,352.9552279,0,1230.99788681,0,6,9.75,12,21,0,0,0,"kalt"
"524",2014-12-06,7,12,1,0,127.8940739,425.2357142,137.0722126,101.7809191,291.6185117,0,1083.6014315,0,2,5.75,7,10,0,0,0,"kalt"
"1115",2016-07-19,3,7,0,0,110.7154402,498.5315305,231.3020418,102.6016709,302.7945196,0,1245.945203,0,6,22.375,12,20,0,0,0,"warm"
"1802",2018-06-06,4,6,0,0,125.5127993,365.2611368,143.2405245,128.9528522,315.6906021,0,1078.6579149,0,0,22.15,14,5,0,0,0,"warm"
"1779",2018-05-14,2,5,0,0,98.7583694,300.1123155,109.487564,62.15011683,256.3742725,0,826.88263823,0,0,18.8875,11,5,0,0,0,"normal"
"541",2014-12-23,3,12,0,1,184.2171893,408.0032006,87.48554168,104.3429888,224.5588538,0,1008.60777418,0,7,9.125,19,61,0,0,0,"kalt"
"634",2015-03-26,5,3,0,0,126.9095616,303.6558124,93.32292571,57.19567341,266.972587,0,848.05656012,0,7,7.125,9,0,0,0,0,"kalt"
"2048",2019-02-07,5,2,0,0,142.8213375,259.8994427,135.1534003,55.27107799,271.2626951,0,864.40795359,0,7,6.0375,10,61,0,0,0,"kalt"
"1221",2016-11-02,4,11,0,0,98.54577062,258.6305293,90.82024439,61.40772358,222.4472331,0,731.85150099,0,4,7.25,13,21,0,0,0,"kalt"
"1844",2018-07-18,4,7,0,1,137.708587,619.5462524,307.9172534,89.55747959,347.8574818,0,1502.58705419,0,3,23.866666,13,0,0,0,0,"warm"
"918",2016-01-04,2,1,0,1,128.8220518,283.5801983,125.6611844,71.567728,190.2482032,0,799.8793657,0,5,-6,15,10,0,0,0,"kalt"
"800",2015-09-08,3,9,0,0,101.9749006,351.1319498,137.0033508,164.4653985,290.3652711,0,1044.9408708,0,2,17.5,9,0,0,0,0,"normal"
"1295",2017-01-15,1,1,0,0,57.54157808,370.9538949,128.9917202,60.75761257,324.2906217,0,942.53542745,0,5,1.375,10,71,0,0,0,"kalt"
"300",2014-04-26,7,4,0,1,143.988134,586.9984276,199.6262054,50.36601011,302.8620501,21.7657392,1305.60656641,0,0,15.45,11,0,0,0,0,"normal"
"2142",2019-05-12,1,5,0,0,76.60701939,545.5334219,212.6947965,0,317.2909821,0,1152.12621989,0,1,13.0125,16,5,0,0,0,"normal"
"469",2014-10-12,1,10,0,0,97.98502264,599.2651072,285.6619042,71.58775991,347.9084175,0,1402.40821145,0,5,15.125,7,20,0,0,0,"normal"
"1887",2018-08-30,5,8,0,0,159.2742403,370.6148025,184.3311007,73.92625047,341.947788,0,1130.09418197,0,7,15.4625,13,63,0,0,0,"normal"
"1179",2016-09-21,4,9,0,0,113.8356733,320.7513627,118.5739782,180.5704607,247.3273016,0,981.0587765,0,3,18.375,10,0,0,0,0,"normal"
"1009",2016-04-04,2,4,0,1,137.947934,261.6364002,128.2929809,78.60927407,201.4972553,0,807.98384447,0,6,17.375,6,21,0,0,0,"normal"
"2102",2019-04-02,3,4,0,0,173.7644512,337.4173007,118.8337275,85.86424013,290.7194213,0,1006.59914083,0,0,11.685714,10,5,0,0,0,"normal"
"1722",2018-03-18,1,3,0,0,140.5879523,395.0683174,218.2784239,94.17396007,262.3502485,0,1110.45890217,0,1,-0.825,23,5,0,0,0,"kalt"
"712",2015-06-12,6,6,0,0,110.9333453,349.5361582,142.809454,78.98793205,278.6117936,0,960.87868315,0,0,20.25,10,0,0,0,0,"warm"
"564",2015-01-15,5,1,0,0,93.76717991,251.1483874,79.08988751,65.28023361,255.7156033,0,745.00129173,0,7,6.75,14,61,0,0,0,"kalt"
"334",2014-05-30,6,5,0,0,187.2390064,543.7342821,264.0365888,88.18597441,388.3183791,56.74013349,1528.2543643,0,0,17.9625,13,0,0,0,1,"normal"
"337",2014-06-02,2,6,0,0,199.7231606,441.0526648,142.0684467,112.8784643,292.066999,103.7624335,1291.5521689,0,0,17.625,9,0,0,0,0,"normal"
"2096",2019-03-27,4,3,0,0,122.1450283,250.5939292,128.2545382,80.77920774,310.9508833,0,892.72358674,0,8,8.375,14,61,0,0,0,"kalt"
"494",2014-11-06,5,11,0,0,138.3994644,367.7203968,146.2430731,133.4402168,302.4717608,0,1088.2749119,0,5,8.875,10,0,0,0,0,"kalt"
"422",2014-08-26,3,8,0,0,143.8422602,468.6470469,212.3531222,59.57340183,297.8268984,0,1182.24272953,0,3,17.325,7,0,0,0,0,"normal"
"1314",2017-02-03,6,2,0,0,78.36841284,212.9240153,83.37494465,69.55087504,220.6409996,0,664.85924743,0,7,1.625,6,45,0,0,0,"kalt"
"93",2013-10-01,3,10,0,0,123.3975401,356.8160795,135.6145941,101.8926896,351.5909914,40.76311234,1110.07500704,0,0,12.9125,13,5,0,0,0,"normal"
"1364",2017-03-25,7,3,0,0,97.89008683,332.6636514,142.808943,83.34331136,244.6070273,0,901.31301989,0,3,9.875,12,0,0,0,0,"kalt"
"685",2015-05-16,7,5,0,0,164.984948,555.4456366,223.0410835,42.52366103,329.9984658,0,1315.99379493,0,7,10.5,11,61,0,0,0,"normal"
"795",2015-09-03,5,9,0,0,114.3830668,364.2487486,182.5931191,66.85689948,256.8269204,0,984.90875438,0,3,17.75,8,0,0,0,0,"normal"
"1596",2017-11-12,1,11,0,0,81.70690312,424.7376141,189.8145982,140.0288679,251.9190498,0,1088.20703312,0,7,5.575,7,61,0,0,0,"kalt"
"1785",2018-05-20,1,5,0,0,107.8098673,612.5049121,305.1007832,69.456952,330.3806071,0,1425.2531217,0,0,18.9,13,5,1,1,0,"normal"
"549",2014-12-31,4,12,0,1,253.255021,643.3777801,162.6229767,121.9632185,1879.461831,0,3060.6808273,0,6,7.375,11,61,0,1,0,"kalt"
"1865",2018-08-08,4,8,0,1,122.9815557,513.0334028,279.8811552,129.8895422,243.5102326,0,1289.2958885,0,4,28.15,10,0,0,0,0,"warm"
"1413",2017-05-13,7,5,0,0,132.1625955,459.7247032,209.8085305,86.78381753,337.8129001,0,1226.29254683,0,6,17.875,6,21,0,0,0,"normal"
"1331",2017-02-20,2,2,0,0,66.03285459,253.2681747,71.03564511,96.98846256,172.6097837,0,659.93492066,0,7,8,16,61,0,0,0,"kalt"
"103",2013-10-11,6,10,0,1,123.2348187,349.1129778,166.0219603,61.58908062,229.0723094,67.78720341,996.81835023,0,7,13.8625,20,10,0,0,0,"normal"
"766",2015-08-05,4,8,0,1,159.9799775,616.7044651,339.6399831,97.69192721,301.9471049,0,1515.96345781,0,2,21.75,8,21,0,0,0,"warm"
"925",2016-01-11,2,1,0,0,123.4681614,230.9960555,85.86973081,57.57858201,189.5597495,0,687.47227922,0,7,2.5,6,45,0,0,0,"kalt"
"1084",2016-06-18,7,6,0,0,178.0535034,455.1155667,210.9959581,82.80570576,297.1961769,0,1224.16691086,1,6,18,12,21,0,0,0,"normal"
"1350",2017-03-11,7,3,0,0,121.8698839,275.9412414,108.4183826,54.87325422,270.4081256,0,831.51088772,0,2,7.75,9,0,0,0,0,"kalt"
"1770",2018-05-05,7,5,0,0,127.6875249,335.7491348,152.1228449,62.51613392,302.5141555,0,980.58979402,0,0,14.75,9,5,0,0,0,"normal"
"1195",2016-10-07,6,10,0,0,134.611025,383.2042349,141.9341631,65.93109429,217.7621426,0,943.44265989,0,7,11.125,15,0,0,0,0,"normal"
"2042",2019-02-01,6,2,0,0,107.7435659,259.8556356,117.3789416,66.10154105,329.2066217,0,880.28630585,0,7,-0.075,12,10,0,0,0,"kalt"
"1046",2016-05-11,4,5,0,0,85.92964105,309.3459088,141.5518543,88.27061606,223.1868656,0,848.28488581,0,0,20.625,15,0,0,0,0,"warm"
"113",2013-10-21,2,10,0,0,122.9878682,312.3904583,158.6000601,74.73589867,187.5627776,119.1527333,975.42979617,0,7,14.2625,8,61,0,0,0,"normal"
"503",2014-11-15,7,11,0,0,157.9568296,422.0890002,167.0407771,45.39376274,272.1115647,0,1064.59193434,0,8,9.25,14,10,0,0,0,"kalt"
"765",2015-08-04,3,8,0,1,181.6102361,601.3733264,309.1732148,135.0716281,309.2517504,0,1536.4801558,0,2,26.5,15,61,0,0,0,"warm"
"381",2014-07-16,4,7,0,1,158.6804784,558.2013513,293.5493604,151.0939363,323.6326702,0,1485.1577966,0,6,19.4125,7,0,0,0,0,"normal"
"1601",2017-11-17,6,11,0,0,141.6162019,251.2297561,67.87295022,92.45689621,192.1432813,0,745.31908573,0,3,7.725,10,21,0,0,0,"kalt"
"295",2014-04-21,2,4,0,1,109.4311794,683.7848828,298.187239,67.49554345,243.108242,84.06222265,1486.0693093,0,4,13.425,15,0,1,0,1,"normal"
"1545",2017-09-22,6,9,0,0,175.9069005,333.5839216,144.0656331,75.86264888,298.2243879,0,1027.64349198,0,1,15.5875,8,0,0,0,0,"normal"
"1051",2016-05-16,2,5,0,0,98.00101793,571.6134536,243.5727471,58.19431672,369.7874071,0,1341.16894245,0,5,11.25,16,0,1,0,1,"normal"
"1272",2016-12-23,6,12,0,1,189.7333798,320.3323203,100.7345752,84.90492527,187.0414334,0,882.74663397,0,7,6.375,9,10,0,0,0,"kalt"
"330",2014-05-26,2,5,0,0,117.2653845,387.7892042,138.5562657,113.1981699,234.8304212,75.75567812,1067.39512362,0,0,19.9625,13,0,0,0,0,"normal"
"1215",2016-10-27,5,10,0,1,107.497901,270.9348981,81.30837366,61.14859049,146.8201866,0,667.70994985,0,7,13.375,9,21,0,0,0,"normal"
"598",2015-02-18,4,2,0,0,123.2678172,248.3272209,81.71312554,108.584974,276.6522062,0,838.54534384,0,3,5.5,12,10,0,0,0,"kalt"
"1389",2017-04-19,4,4,0,1,107.2103433,335.5197718,166.2709468,97.26620418,196.1660677,0,902.43333378,0,0,6.375,10,0,0,0,0,"kalt"
"764",2015-08-03,2,8,0,1,146.5715392,626.8317251,281.888463,76.98479062,278.3414453,0,1410.61796322,0,0,26,7,0,0,0,0,"warm"
"1856",2018-07-30,2,7,0,1,148.5413398,616.3585621,348.7703463,114.250645,324.9653478,0,1552.886241,0,6,27.7875,10,21,0,0,0,"warm"
"1851",2018-07-25,4,7,0,1,133.5951676,651.7480877,337.2284641,139.5179224,230.9399213,0,1493.0295631,0,1,28.425,11,61,0,0,0,"warm"
"2080",2019-03-11,2,3,0,0,93.92084184,260.7216835,109.8948289,68.59594086,239.5404032,0,772.6736983,0,5,4.075,6,61,0,0,0,"kalt"
"2122",2019-04-22,2,4,0,0,95.1681111,755.0985274,357.5560886,0,270.6669693,0,1478.4896964,0,0,15.775,16,5,1,0,1,"normal"
"424",2014-08-28,5,8,0,0,147.5979485,531.7162881,251.8653496,43.070591,279.8099696,0,1254.0601468,0,0,19.75,9,0,0,0,0,"normal"
"1133",2016-08-06,7,8,0,1,175.2825741,627.3998793,326.032069,75.28878769,352.3967726,0,1556.40008269,0,5,17.5,14,95,0,0,0,"normal"
"511",2014-11-23,1,11,0,0,88.85327045,669.9676623,260.2955021,131.6113879,339.3351918,0,1490.06301455,0,6,6.75,7,21,0,0,0,"kalt"
"1013",2016-04-08,6,4,0,1,78.19616217,256.0285648,120.5238847,90.70021247,194.0668748,0,739.51569894,0,6,9,9,63,0,0,0,"kalt"
"1497",2017-08-05,7,8,0,1,198.0880942,641.2753122,323.6404269,133.9896264,305.9811674,0,1602.9746271,0,4,20.125,12,0,0,0,0,"warm"
"321",2014-05-17,7,5,0,0,128.4054824,507.8501008,225.1488915,76.21355882,423.0725042,89.09970912,1449.79024684,0,0,16.625,8,0,0,0,0,"normal"
"770",2015-08-09,1,8,0,1,99.38449712,591.6711463,287.1325985,60.6744163,381.2951726,0,1420.15783082,0,0,21,10,0,0,0,0,"warm"
"898",2015-12-15,3,12,1,0,78.84748771,238.987288,97.45899561,169.8712972,200.7944639,0,785.95953242,0,7,5.5,8,61,0,0,0,"kalt"
"1652",2018-01-07,1,1,0,0,87.92060632,424.8033303,144.4420394,55.43352746,316.3533436,0,1028.95284708,0,0,0.65,8,0,0,0,0,"kalt"
"1760",2018-04-25,4,4,0,0,68.03256649,226.4759751,93.32464282,47.88612902,234.7584514,0,670.47776483,0,7,9.25,13,61,0,0,0,"kalt"
"1676",2018-01-31,4,1,0,0,105.8124234,208.5062526,79.21630426,85.73361911,215.6634624,0,694.93206177,0,7,6.3,15,61,0,0,0,"kalt"
"1281",2017-01-01,1,1,0,0,0,0,0,0,0,0,0,0,8,5.5,12,61,1,0,0,"kalt"
"1804",2018-06-08,6,6,0,0,133.4615588,325.4857453,164.1321198,57.10279469,232.5921763,0,912.77439489,0,0,22.7375,9,0,0,0,0,"warm"
"980",2016-03-06,1,3,0,0,63.69731768,424.9978701,125.2536287,67.27491296,237.7355144,0,918.95924384,0,7,4.5,11,10,0,0,0,"kalt"
"1094",2016-06-28,3,6,0,0,120.4946244,402.6806037,161.8692241,81.80773519,252.9265765,0,1019.77876389,0,4,18.375,11,21,0,0,0,"normal"
"638",2015-03-30,2,3,0,0,110.2885158,351.7154844,101.6850388,81.37055295,260.7747624,0,905.83435435,0,6,6.5,29,61,0,0,0,"kalt"
"658",2015-04-19,1,4,0,0,25.46219374,419.3734741,157.8071795,57.16170069,248.9368864,0,908.74143443,0,0,10.125,11,0,0,0,0,"normal"
"38",2013-08-07,4,8,0,0,160.5934173,519.1972047,341.4835446,59.75610206,423.8503182,44.00777521,1548.88836207,0,4,19.2125,8,0,0,0,0,"normal"
"1976",2018-11-27,3,11,1,0,138.7634689,252.1034984,110.1434945,63.99798312,196.5016269,0,761.51007182,0,8,2.1625,3,0,0,0,0,"kalt"
"1648",2018-01-03,4,1,0,1,80.17113412,296.9507118,115.4308953,101.8788859,234.2465436,0,828.67817072,0,7,6.475,11,61,0,0,0,"kalt"
"12",2013-07-12,6,7,0,1,101.4475115,600.2679147,290.1990978,74.27447379,362.8024896,41.7139881,1470.70547549,0,0,20.2875,7,0,0,0,0,"warm"
"137",2013-11-14,5,11,0,0,121.1802197,252.6723012,69.83613055,91.89965348,209.0511902,34.18990921,778.82940434,0,5,6.9375,9,21,0,0,0,"kalt"
"311",2014-05-07,4,5,0,0,90.04593921,315.8906951,91.0872707,114.943973,206.3722944,63.28170851,881.62188092,0,4,14.2125,15,65,0,0,0,"normal"
"1454",2017-06-23,6,6,0,0,160.591006,439.2105054,172.3444134,110.8472588,335.5674465,0,1218.5606301,1,7,17.25,14,61,0,0,0,"normal"
"1387",2017-04-17,2,4,0,1,23.19627918,535.7527709,220.822837,32.11681172,240.2167096,0,1052.1054084,0,6,6.25,10,61,1,0,0,"kalt"
"1832",2018-07-06,6,7,0,0,125.795745,434.2052092,233.4618039,62.00614962,341.9027649,0,1197.37167262,0,0,20.5125,18,5,0,0,0,"warm"
"2120",2019-04-20,7,4,0,0,382.4391828,786.9226639,302.9621361,0,427.9204795,0,1900.2444623,0,0,13.125,8,0,0,1,1,"normal"
"141",2013-11-18,2,11,0,0,129.1090326,271.3880045,91.01250105,78.19368523,211.4124608,43.97946067,825.09514485,0,7,6.65,5,63,0,0,0,"kalt"
"1222",2016-11-03,5,11,0,0,146.2328194,279.9713505,111.8191617,42.66121285,188.2912834,0,768.97582785,0,4,5.875,5,0,0,0,0,"kalt"
"1427",2017-05-27,7,5,0,0,128.5876092,466.4449866,242.8026487,74.79502744,298.6415147,0,1211.27178664,0,0,24.75,7,0,0,0,0,"warm"
"258",2014-03-15,7,3,0,0,137.6839424,426.5289466,193.4905372,79.36064143,280.9236157,34.6546097,1152.64229303,0,4,9.0375,27,0,0,0,0,"kalt"
"746",2015-07-16,5,7,0,0,137.5468632,498.959441,221.649707,119.8135973,214.0847881,0,1192.0543966,0,4,18.75,7,0,0,0,0,"normal"
"423",2014-08-27,4,8,0,0,141.1245408,552.6312352,203.4765689,61.68048459,357.7321012,0,1316.64493069,0,1,19.875,9,0,0,0,0,"normal"
"109",2013-10-17,5,10,0,1,89.94118379,324.9826413,138.523531,70.05323657,244.4288716,117.5683488,985.49781306,0,7,12,15,65,0,0,0,"normal"
"743",2015-07-13,2,7,0,0,139.5436617,484.6443034,178.2466047,79.90736886,260.2115588,0,1142.55349746,0,6,19.375,11,0,0,0,0,"normal"
"122",2013-10-30,4,10,0,0,121.506077,315.5218198,130.0664092,65.31541821,295.2668933,113.8645016,1041.54111911,0,6,10.4375,10,61,0,1,0,"normal"
"1910",2018-09-22,7,9,0,0,184.4395196,475.046079,217.0438388,84.24763841,366.8277529,0,1327.60482871,0,4,13.025,20,61,0,0,0,"normal"
"1937",2018-10-19,6,10,0,1,142.8572918,387.1365163,150.170567,53.81810667,278.984818,0,1012.96729977,0,3,10.925,6,5,0,0,0,"normal"
"1991",2018-12-12,4,12,1,0,64.9250635,245.1568911,88.90174335,105.2219904,190.1535736,0,694.35926195,0,7,4.175,12,21,0,0,0,"kalt"
"558",2015-01-09,6,1,0,0,89.51585533,314.2623772,111.9360857,136.8310787,240.1675645,0,892.71296143,0,6,7.5,25,63,0,0,0,"kalt"
"189",2014-01-05,1,1,0,1,67.78999095,529.9822665,178.6578563,98.2120988,242.8206223,43.00677021,1160.46960506,0,7,6.1875,11,63,0,0,0,"kalt"
"135",2013-11-12,3,11,0,0,111.9708705,257.3064981,107.2532067,58.39134118,196.4578889,23.46807067,754.84787605,0,7,5.9375,9,61,0,0,0,"kalt"
"1645",2017-12-31,1,12,0,1,162.986018,558.7048488,179.5084068,89.88071406,1432.422347,0,2423.50233466,0,7,8.25,16,63,0,1,0,"kalt"
"1409",2017-05-09,3,5,0,0,94.36727164,329.987373,150.630312,91.74312507,289.7191681,0,956.44724981,0,4,10,12,0,0,0,0,"kalt"
"1524",2017-09-01,6,9,0,1,134.9019215,399.4445233,123.5955773,75.94402366,288.8437563,0,1022.72980206,0,4,17.3,7,61,0,0,0,"normal"
"1885",2018-08-28,3,8,0,0,157.917157,384.4486719,174.0349336,77.36754533,294.1284424,0,1087.89675023,0,6,18.6125,9,61,0,0,0,"normal"
"2064",2019-02-23,7,2,0,0,118.2082655,509.2396346,189.2385812,90.55286463,346.4267486,0,1253.66609453,0,6,4.775,6,0,0,0,0,"kalt"
"185",2014-01-01,4,1,0,0,0,0,0,0,0,0,0,0,5,4.5125,8,63,1,0,0,"kalt"
"1488",2017-07-27,5,7,0,1,239.0669409,582.5497702,264.3477426,112.8194595,274.7247777,0,1473.5086909,0,6,19.5,10,61,0,0,0,"normal"
"1461",2017-06-30,6,6,0,0,118.6562678,332.5003232,126.1292369,111.1278102,276.906279,0,965.3199171,0,7,14.875,11,63,0,0,0,"normal"
"18",2013-07-18,5,7,0,1,101.9007213,647.8222537,250.4265869,69.93699655,300.3987901,62.36054481,1432.84589336,0,1,23.25,11,5,0,0,0,"warm"
"1449",2017-06-18,1,6,0,0,75.17278549,586.1651888,301.3505889,192.905986,216.356703,0,1371.95125219,1,2,24.25,9,0,0,0,0,"warm"
"1356",2017-03-17,6,3,0,0,112.5045341,225.002939,82.35486982,72.88617934,190.17742,0,682.92594226,0,6,6.75,18,63,0,0,0,"kalt"
"1171",2016-09-13,3,9,0,0,110.1654911,357.8094608,176.2519446,108.1045485,224.0640106,0,976.3954556,0,0,27.875,8,0,0,0,0,"warm"
"893",2015-12-10,5,12,1,0,87.3496996,275.8710199,100.9203719,132.9503809,217.2107197,0,814.302192,0,7,6.625,13,21,0,0,0,"kalt"
"291",2014-04-17,5,4,0,1,259.250122,562.2818135,214.3834809,66.01617434,427.1070333,65.26646839,1594.30509243,0,5,14.4,14,0,0,1,0,"normal"
"16",2013-07-16,3,7,0,1,116.8213582,558.7971383,287.415465,89.20584046,320.435336,51.12975147,1423.80488943,0,1,21.1875,10,0,0,0,0,"warm"
"839",2015-10-17,7,10,0,0,156.7948208,521.1304318,212.154857,77.64044019,345.9183718,0,1313.63892159,0,7,10.75,9,61,0,0,0,"normal"
"912",2015-12-29,3,12,0,1,125.9895477,410.8053843,162.9485394,146.1460216,220.2567839,0,1066.1462769,0,7,5.125,11,0,0,0,0,"kalt"
"722",2015-06-22,2,6,0,0,135.9387378,412.3093301,183.964615,72.38122822,254.8625222,0,1059.45643332,1,5,13.5,8,61,0,0,0,"normal"
"860",2015-11-07,7,11,0,0,122.5551201,350.2228314,140.4528445,150.617391,220.6143087,0,984.4624957,0,7,14.625,9,61,0,0,0,"normal"
"1319",2017-02-08,4,2,0,0,117.0049846,249.0619816,100.8105046,158.5646005,233.3370602,0,858.7791315,0,8,-2,8,77,0,0,0,"kalt"
"1873",2018-08-16,5,8,0,1,165.281857,602.6445765,317.4509868,96.03427659,344.3116853,0,1525.72338219,0,3,25.075,9,0,0,0,0,"warm"
"656",2015-04-17,6,4,0,1,91.07443087,314.997368,95.87496298,111.3894837,269.6435702,0,882.97981575,0,0,10.5,15,0,0,0,0,"normal"
"1482",2017-07-21,6,7,0,0,128.0634787,557.6877568,240.0096912,103.9078526,242.7579935,0,1272.4267728,0,2,20.5,10,0,0,0,0,"warm"
"1542",2017-09-19,3,9,0,0,127.0070018,350.7960859,144.2348411,82.36429851,286.9876255,0,991.38985281,0,5,14.3875,8,65,0,0,0,"normal"
"439",2014-09-12,6,9,0,0,130.3659564,394.0970637,163.4962911,115.0882704,308.3391239,0,1111.3867055,0,1,18.25,11,0,0,0,0,"normal"
"2040",2019-01-30,4,1,0,0,118.1265074,237.1676357,103.3240718,72.35557466,297.2166596,0,828.19044916,0,5,1.6,10,0,0,0,0,"kalt"
"1579",2017-10-26,5,10,0,1,121.9023001,342.8515654,127.4897858,52.38390501,211.3105721,0,855.93812841,0,5,13.475,12,0,0,0,0,"normal"
"1572",2017-10-19,5,10,0,1,102.0170926,306.4267614,111.9319427,69.14825046,248.1398793,0,837.66392646,0,6,14.85,9,10,0,0,0,"normal"
"545",2014-12-27,7,12,0,1,133.1602196,513.6616789,184.8166221,106.882618,286.9240232,0,1225.4451618,0,3,-0.25,8,0,0,0,1,"kalt"
"2071",2019-03-02,7,3,0,0,143.076485,421.4794599,172.578871,88.74279427,326.5435731,0,1152.42118327,0,7,5.4,7,0,0,0,0,"kalt"
"1294",2017-01-14,7,1,0,0,128.562408,264.0181803,92.88898493,66.63341953,281.0356491,0,833.13864186,0,2,1.75,10,61,0,0,0,"kalt"
"191",2014-01-07,3,1,0,0,147.5457609,296.5496156,112.9988103,66.0486669,211.3326037,51.74253964,886.21799704,0,7,10.4375,13,0,0,0,0,"normal"
"62",2013-08-31,7,8,0,0,130.8213149,581.4905378,265.4108076,115.8689513,344.0966189,34.5569447,1472.2451752,0,5,18.35,16,21,0,0,0,"normal"
"1834",2018-07-08,1,7,0,0,91.37003305,593.0245253,301.5177463,91.40731146,280.6079209,0,1357.92753701,0,0,23,10,5,0,0,0,"warm"
"64",2013-09-02,2,9,0,0,138.4087232,350.0234328,165.8847946,75.3207374,236.082417,40.86384615,1006.58395115,0,7,16.575,17,63,0,0,0,"normal"
"621",2015-03-13,6,3,0,0,104.0972784,263.8617147,100.1923122,58.68660153,237.2340637,0,764.07197053,0,6,4.875,15,0,0,0,0,"kalt"
"1677",2018-02-01,5,2,0,0,96.76647961,226.6615411,92.84781489,92.14466539,229.8032949,0,738.22379589,0,7,3.5125,11,61,0,0,0,"kalt"
"1131",2016-08-04,5,8,0,1,190.1380481,572.9375007,294.9539561,104.2046582,266.8894843,0,1429.1236474,0,6,20.375,11,61,0,0,0,"warm"
"1975",2018-11-26,2,11,1,0,175.5314323,255.9241629,110.0268233,60.67336237,205.7479908,0,807.90377167,0,7,4.95,12,61,0,0,0,"kalt"
"1933",2018-10-15,2,10,0,1,141.6118324,383.2347287,166.8231943,79.94827407,223.2527778,0,994.87080727,0,0,20.7875,6,0,0,0,0,"warm"
"1525",2017-09-02,7,9,0,1,148.153237,466.9671603,195.4780915,69.21661489,371.2512263,0,1251.06632999,0,4,16.525,8,21,0,0,0,"normal"
"575",2015-01-26,2,1,0,0,150.5167872,285.7832355,94.86776588,68.80197642,214.3164884,0,814.2862534,0,7,3.375,10,61,0,0,0,"kalt"
"900",2015-12-17,5,12,1,0,103.8435162,266.8020791,85.47810077,170.6422574,189.6032399,0,816.36919337,0,7,11.875,9,53,0,0,0,"normal"
"1273",2016-12-24,7,12,0,1,182.24385,435.4128364,77.61793637,130.7464878,223.4151955,0,1049.43630607,0,6,6.125,14,95,0,1,0,"kalt"
"1857",2018-07-31,3,7,0,1,123.0756818,586.0816659,285.8726155,89.42079764,261.3413129,0,1345.79207374,0,5,31.2875,11,0,0,0,0,"warm"
"1174",2016-09-16,6,9,0,0,82.9657291,351.8935805,161.7528819,81.40580615,296.1990406,0,974.21703825,0,4,22.75,8,0,0,0,0,"warm"
"1782",2018-05-17,5,5,0,0,129.8460439,335.9984424,143.1167196,42.72305348,208.6622795,0,860.34653888,0,3,15.2875,10,5,0,0,0,"normal"
"756",2015-07-26,1,7,0,1,128.2854167,705.5892633,282.7342028,77.59632672,372.8110267,0,1567.01623622,0,5,16.75,19,61,0,0,0,"normal"
"218",2014-02-03,2,2,0,0,154.3231037,348.7717306,90.30293403,85.66742513,270.6076012,102.0311026,1051.70389726,0,1,3.475,8,10,0,0,0,"kalt"
