"","Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Gruppe_1","Gruppe_2","Gruppe_3","Gruppe_4","Gruppe_5","Gruppe_6"
"261","04.01.2014",5,6.9375,11,NA,NA,116.2505401,408.7629613,176.1041555,66.16568752,262.1791569,43.60516069
"262","04.01.2015",0,4.75,15,NA,NA,69.26187502,652.4396012,202.3059464,105.1091626,337.5655719,NA
"263","04.01.2016",5,-6,15,10,NA,128.8220518,283.5801983,125.6611844,71.567728,190.2482032,NA
"264","04.01.2017",4,4,19,20,NA,119.0509909,299.025295,78.2861734,219.0704899,281.9034401,NA
"265","04.01.2018",6,5.5125,7,61,NA,136.5916195,277.5394476,102.5126548,64.95064308,231.0437777,NA
"266","04.01.2019",7,5.55,15,61,NA,112.736797,310.6188532,122.9728822,77.9853739,307.5382,NA
"267","04.02.2012",4,-7.5375,10,71,NA,NA,NA,NA,NA,NA,NA
"268","04.02.2014",5,3.925,6,10,NA,130.284962,260.4536919,101.0922697,135.8212397,255.0091756,63.954384
"269","04.02.2015",6,-1.875,9,0,NA,111.6694135,255.9378605,92.2056862,130.5496027,294.3156334,NA
"270","04.02.2016",5,4.25,12,22,NA,128.5948249,341.2867003,89.20857506,141.4262084,328.0766034,NA
"271","04.02.2017",7,5.75,6,61,NA,108.2197892,276.2528636,97.36503667,80.18279504,266.8215743,NA
"272","04.02.2018",7,0.825,18,73,NA,53.01380043,379.1193696,148.4528734,80.82235226,328.4038791,NA
"273","04.02.2019",7,2.95,12,NA,NA,112.833066,221.0767151,104.9460888,133.8547381,278.9754534,NA
"274","04.03.2012",7,4.675,8,NA,NA,NA,NA,NA,NA,NA,NA
"275","04.03.2014",7,6.6875,7,10,NA,110.6643793,322.5074074,121.5927121,87.40151989,249.8296865,56.81739752
"276","04.03.2015",6,5,18,61,NA,76.50286281,246.3325867,102.3010535,68.5181832,227.5266306,NA
"277","04.03.2016",2,3.875,9,10,NA,100.4596352,219.8831048,98.74641062,81.52587119,189.9097877,NA
"278","04.03.2017",6,9.125,5,5,NA,98.74354341,294.8422733,106.326573,52.83285378,244.6549037,NA
"279","04.03.2018",5,-2.3125,10,77,NA,71.44812548,355.4849938,152.8460416,55.07718287,286.9116738,NA
"280","04.03.2019",6,7.5375,20,61,NA,127.5501591,244.3512988,117.0735285,70.02634715,270.9297937,NA
"281","04.04.2012",7,4.5875,18,21,NA,NA,NA,NA,NA,NA,NA
"282","04.04.2014",6,6.45,15,0,NA,149.0948698,348.498255,115.5577707,67.17128507,319.8887378,109.9334467
"283","04.04.2015",0,8.375,11,NA,NA,274.1499437,624.7313966,262.8417391,110.846942,495.4825128,NA
"284","04.04.2016",6,17.375,6,21,NA,137.947934,261.6364002,128.2929809,78.60927407,201.4972553,NA
"285","04.04.2017",2,12.625,8,0,NA,167.8757738,281.8925238,144.4822578,106.5405963,219.8792187,NA
"286","04.04.2018",4,13.2125,9,61,NA,115.9329948,318.45009,149.7208966,77.5184361,215.9599996,NA
"287","04.05.2012",7,12.65,10,80,NA,NA,NA,NA,NA,NA,NA
"288","04.05.2013",0,17.95,18,NA,NA,NA,NA,NA,NA,NA,NA
"289","04.05.2014",7,9.6,11,NA,NA,NA,NA,NA,NA,NA,NA
"290","04.05.2015",5,15.875,13,21,NA,141.9168597,340.5793516,98.89576088,86.4034246,197.2085607,NA
"291","04.05.2016",1,12.375,10,NA,NA,143.5175866,340.854575,130.9205053,80.14314875,228.2118823,NA
"292","04.05.2017",7,10.625,19,NA,NA,149.956079,295.9153576,74.63287092,33.66334678,211.6143383,NA
"293","04.05.2018",0,12.1875,10,5,NA,98.29385134,296.7710763,114.1074295,52.57374915,248.6014708,NA
"294","04.05.2019",5,7.3,15,61,NA,165.804182,508.6479442,222.011787,NA,317.1694957,NA
"295","04.06.2012",7,13.2125,14,NA,NA,NA,NA,NA,NA,NA,NA
"296","04.06.2013",3,17.1625,15,NA,NA,NA,NA,NA,NA,NA,NA
"297","04.06.2014",1,21.4875,14,NA,NA,137.3974707,415.711171,140.5657211,80.68144375,268.2641304,65.89642588
"298","04.06.2015",0,16.375,9,0,NA,157.7456389,366.1953687,147.2998409,69.76672646,250.238837,NA
"299","04.06.2016",0,24.5,7,NA,NA,129.4726951,484.9775367,186.2882259,79.15116141,271.2885801,NA
"300","04.06.2017",5,17.125,14,61,NA,71.18669828,475.7274062,213.1218985,81.33188877,282.7663797,NA
"301","04.06.2018",5,19.25,14,20,NA,130.4801337,343.4262238,143.9405477,65.56373422,255.7161632,NA
"302","04.06.2019",7,16.0625,10,61,NA,NA,NA,NA,NA,NA,NA
"303","04.07.2012",5,19.95,12,NA,NA,NA,NA,NA,NA,NA,NA
"304","04.07.2013",7,18.85,7,20,NA,168.864941,454.8596413,190.6866414,61.49017537,308.4081679,24.64008392
"305","04.07.2014",0,26.9375,10,NA,NA,112.903849,438.3232084,173.6274431,55.58126977,237.1796909,NA
"306","04.07.2015",0,26.5,10,NA,NA,147.0768333,667.5453263,247.0714525,65.95539822,315.8307792,NA
"307","04.07.2016",6,17.25,10,61,NA,162.3117285,366.0529109,101.501373,92.22667174,240.33173,NA
"308","04.07.2017",6,17.25,15,NA,NA,NA,NA,NA,NA,NA,NA
"309","04.07.2018",5,19.7,9,NA,NA,109.3647201,442.8036439,176.7965134,88.29381515,320.56042,NA
"310","04.07.2019",7,15.9625,15,61,NA,NA,NA,NA,NA,NA,NA
"311","04.08.2012",6,18.225,6,61,NA,NA,NA,NA,NA,NA,NA
"312","04.08.2013",3,23.05,8,NA,NA,104.7082167,862.752429,382.8564875,97.74061664,461.704849,90.62259928
"313","04.08.2014",6,22.5125,8,NA,NA,190.6313416,698.0726983,297.3677607,73.68752769,316.7778999,NA
"314","04.08.2015",2,26.5,15,61,NA,181.6102361,601.3733264,309.1732148,135.0716281,309.2517504,NA
"315","04.08.2016",6,20.375,11,61,NA,190.1380481,572.9375007,294.9539561,104.2046582,266.8894843,NA
"316","04.08.2017",6,19.625,18,21,NA,161.5852386,542.5536712,296.3299758,94.68189519,306.2404268,NA
"317","04.08.2018",4,25.1375,12,NA,NA,194.712701,735.6583193,453.1688808,92.41420952,368.8617663,NA
"318","04.09.2012",4,20.5375,14,NA,NA,NA,NA,NA,NA,NA,NA
"319","04.09.2013",7,18.125,5,NA,NA,100.2219695,362.2493717,162.8374384,79.9069126,308.6705065,23.09774665
"320","04.09.2014",0,20,15,NA,NA,118.7322748,450.1316473,223.143361,121.3119103,375.1524239,NA
"321","04.09.2015",7,15.625,10,61,NA,143.9164042,348.1661814,171.8372299,75.68401356,331.5858512,NA
"322","04.09.2016",6,19.25,8,61,NA,63.50136842,504.6326579,221.5802859,64.35300383,248.4461519,NA
"323","04.09.2017",0,18.2875,10,0,NA,122.2151958,355.9408786,125.1197733,84.7181597,229.0341925,NA
"324","04.09.2018",1,20.525,11,5,NA,156.6616181,390.264188,175.8156789,92.25277694,288.086867,NA
"325","04.10.2012",7,10.45,10,80,NA,NA,NA,NA,NA,NA,NA
"326","04.10.2013",5,11.2,8,63,NA,156.0661226,501.3479488,179.3015519,85.83394679,280.7563835,63.8333928
"327","04.10.2014",0,18.5,8,5,NA,194.3651876,677.8220642,281.7579712,148.665068,415.416762,NA
"328","04.10.2015",6,15.625,7,45,NA,56.11243263,523.1954462,182.1770894,84.62171609,315.6029006,NA
"329","04.10.2016",5,13.25,16,NA,NA,172.4467383,334.85569,123.4157267,75.88432107,240.2770455,NA
"330","04.10.2018",7,14.2625,8,61,NA,150.529213,449.6830738,173.3748795,69.74555679,253.4392672,NA
"331","04.11.2013",7,6.8375,7,63,NA,137.8642604,269.3860561,127.2683298,65.84426791,243.4806889,31.64430892
"332","04.11.2014",7,11.625,8,61,NA,103.1237476,341.4333232,154.0853704,69.34761961,311.112917,NA
"333","04.11.2015",1,8,4,10,NA,98.20322978,256.0598508,108.3602279,64.21197292,233.5559493,NA
"334","04.11.2016",7,7.875,8,61,NA,97.30094474,243.5456078,122.5552352,49.53162967,248.1861831,NA
"335","04.11.2017",NA,10.2625,5,NA,NA,133.7951538,400.0400159,133.3060132,82.37318446,238.7486872,NA
"336","04.11.2018",8,8.225,5,10,NA,134.048481,469.4663449,232.8627922,78.07494108,256.4372799,NA
"337","04.12.2012",7,1.375,8,69,NA,NA,NA,NA,NA,NA,NA
"338","04.12.2013",7,5.85,11,63,NA,128.9228551,267.3818982,118.5989524,37.18977833,214.9410993,149.8230454
"339","04.12.2014",8,3.75,9,61,NA,124.1677631,277.7306605,118.9805883,69.444016,251.035751,NA
"340","04.12.2015",6,9.25,17,61,NA,131.863727,223.0049262,71.33872101,79.39470249,180.0233544,NA
"341","04.12.2016",8,4.125,6,NA,NA,70.02530142,425.7760453,125.5145763,58.64637434,237.5419109,NA
"342","04.12.2017",2,5.3375,12,NA,NA,132.4055061,215.3596241,124.8853059,53.88759371,167.0730542,NA
"343","04.12.2018",1,5.442857,14,21,NA,130.7386229,215.9993412,88.33611084,77.71942278,189.5571778,NA
"344","05.01.2012",6,5.3,23,80,NA,NA,NA,NA,NA,NA,NA
"345","05.01.2014",7,6.1875,11,63,NA,67.78999095,529.9822665,178.6578563,98.2120988,242.8206223,43.00677021
"346","05.01.2015",8,5.875,8,20,NA,159.4986808,349.3998847,161.9896264,164.1140002,270.1737319,NA
"347","05.01.2016",1,-3.625,14,5,NA,105.3100392,291.599757,101.2395484,134.3760942,241.3535257,NA
"348","05.01.2017",4,-2.875,15,0,NA,115.6802381,336.6712692,106.7401285,79.92823964,324.8913603,NA
"349","05.01.2018",8,4.325,10,61,NA,91.9340176,221.4939288,109.2759938,81.54333075,191.0505442,NA
"350","05.01.2019",5,7.85,8,21,NA,124.5428219,383.1494495,169.711766,73.25258725,289.0951535,NA
"351","05.02.2012",5,-7.7125,8,NA,NA,NA,NA,NA,NA,NA,NA
"352","05.02.2014",4,3.675,8,10,NA,128.5129828,303.8211149,100.2573372,128.2296564,274.3553684,71.69275612
"353","05.02.2015",5,0.75,10,22,NA,133.8279626,277.5116181,78.90081392,82.27676634,297.8826453,NA
"354","05.02.2016",7,4.5,10,61,NA,124.4331397,287.7953956,80.80954259,121.314931,264.123168,NA
"355","05.02.2017",8,2,10,61,NA,57.45327456,374.0842574,126.8422768,72.05810717,244.404284,NA
"356","05.02.2018",7,-0.2375,10,22,NA,141.343449,218.6397477,112.1225445,85.36478585,235.745691,NA
"357","05.02.2019",7,4.6375,11,61,NA,155.1914942,243.4565889,109.4297769,55.08052673,204.7641345,NA
"358","05.03.2012",7,4.875,10,NA,NA,NA,NA,NA,NA,NA,NA
"359","05.03.2014",7,4.6875,7,28,NA,104.0107718,272.380162,118.3082393,76.87690949,252.4444555,39.72537647
"360","05.03.2015",7,6.625,14,NA,NA,115.6647043,275.1169192,117.2871551,82.56191439,205.05914,NA
"361","05.03.2016",8,3.25,5,61,NA,126.5583085,307.3558042,105.4545824,49.88382697,183.6654993,NA
"362","05.03.2017",7,7.375,12,61,NA,34.58355506,402.7782733,135.9589509,93.81444281,237.2301305,NA
"363","05.03.2018",5,5.9875,7,10,NA,119.6768277,236.272836,89.98280378,81.87101214,205.9280402,NA
"364","05.03.2019",5,6.8875,17,61,NA,111.238903,270.1899458,129.2440319,69.47330186,267.3320967,NA
"365","05.04.2012",1,5.6375,10,NA,NA,NA,NA,NA,NA,NA,NA
"366","05.04.2014",8,9.825,5,61,NA,166.3666515,524.0654791,192.6934548,61.17657744,322.4719715,85.87056833
"367","05.04.2015",3,8.625,11,NA,NA,102.9816468,713.2407284,243.8982152,171.4655406,311.4485626,NA
"368","05.04.2016",7,10,7,61,NA,94.1428259,246.7166214,99.58271212,72.3213967,218.4130271,NA
"369","05.04.2017",5,9.875,18,21,NA,98.31868684,250.7693717,94.32634084,67.7307517,227.0384001,NA
"370","05.04.2018",7,8.6625,19,61,NA,97.86345278,315.005856,130.186904,60.52409971,217.819515,NA
"371","05.04.2019",2,12.0625,10,5,NA,195.3727764,363.8823947,99.13108224,62.58516631,232.9719813,NA
"372","05.05.2012",2,10.5,8,NA,NA,NA,NA,NA,NA,NA,NA
"373","05.05.2013",3,16.2125,10,NA,NA,NA,NA,NA,NA,NA,NA
"374","05.05.2014",8,10.7125,6,21,NA,344.7124274,1203.43113,565.9416794,50.80089948,749.2187092,28.14984921
"375","05.05.2015",4,20,15,95,NA,98.33866359,295.9285902,81.09515896,85.69208483,198.6842433,NA
"376","05.05.2016",0,15.125,13,NA,NA,63.21811273,520.8577808,189.4862158,103.9995208,276.1015404,NA
"377","05.05.2017",7,8.25,15,61,NA,86.04025047,285.8068508,78.62835086,91.65046799,257.7270047,NA
"378","05.05.2018",0,14.75,9,5,NA,127.6875249,335.7491348,152.1228449,62.51613392,302.5141555,NA
"379","05.05.2019",5,10.6875,15,NA,NA,65.35876272,478.1529687,207.7940124,NA,275.3344251,NA
"380","05.06.2012",5,13.2125,16,25,NA,NA,NA,NA,NA,NA,NA
"381","05.06.2013",4,19.0875,9,NA,NA,NA,NA,NA,NA,NA,NA
"382","05.06.2014",5,15.0375,18,65,NA,194.6042412,390.5757732,151.313296,74.42740806,309.6531259,66.26298895
"383","05.06.2015",0,22.625,9,NA,NA,90.82605637,418.3937817,163.4985781,84.98048012,275.4929798,NA
"384","05.06.2016",0,25.25,9,NA,NA,56.16438849,505.1830259,204.0238255,79.47211379,256.8323108,NA
"385","05.06.2017",1,20.125,9,0,NA,51.61332042,631.2071429,300.223435,67.3861469,305.0440211,NA
"386","05.06.2018",0,19.7,10,5,NA,149.0974286,356.7888122,104.7128092,54.04742181,246.3246967,NA
"387","05.06.2019",5,22.9125,11,NA,NA,NA,NA,NA,NA,NA,NA
"388","05.07.2012",7,17.2625,12,10,NA,NA,NA,NA,NA,NA,NA
"389","05.07.2013",5,19.975,12,NA,NA,171.2807541,492.8188041,181.6448702,86.75986145,355.5187704,43.51536608
"390","05.07.2014",6,24.5875,10,65,NA,150.9793191,576.8429419,264.2503467,72.47007021,266.3186049,NA
"391","05.07.2015",4,25.25,9,21,NA,42.8195773,571.2202119,259.904235,97.97668825,308.1452498,NA
"392","05.07.2016",7,17.125,10,95,NA,99.53593186,390.2903764,139.6034042,71.50424206,259.8476484,NA
"393","05.07.2017",2,19,9,NA,NA,137.9179611,457.5855962,199.1637981,88.24075705,283.9102177,NA
"394","05.07.2018",7,17.5,12,20,NA,116.9120479,459.3504871,218.0557118,80.37584881,326.454338,NA
"395","05.07.2019",7,15.7375,13,61,NA,NA,NA,NA,NA,NA,NA
"396","05.08.2012",6,21.6125,4,NA,NA,NA,NA,NA,NA,NA,NA
"397","05.08.2013",0,25.8,10,NA,NA,146.7753099,520.9471798,331.6153554,113.8636419,354.2472434,76.7475145
"398","05.08.2014",5,23.0875,10,NA,NA,158.4812039,686.6511187,368.1777637,173.2048218,309.3731132,NA
"399","05.08.2015",2,21.75,8,21,NA,159.9799775,616.7044651,339.6399831,97.69192721,301.9471049,NA
"400","05.08.2016",4,20.5,15,21,NA,156.9561054,582.1390474,307.3666109,87.00397286,300.234944,NA
"401","05.08.2017",4,20.125,12,NA,NA,198.0880942,641.2753122,323.6404269,133.9896264,305.9811674,NA
"402","05.08.2018",7,21.3,14,61,NA,97.20659356,605.4675493,338.1949204,89.6356802,282.0199258,NA
"403","05.09.2012",6,17.1375,14,80,NA,NA,NA,NA,NA,NA,NA
"404","05.09.2013",0,21.7,8,NA,NA,173.6581003,400.9501052,155.7955278,60.0423801,309.0221506,47.82832145
"405","05.09.2014",2,21.375,10,NA,NA,168.7989904,486.1203668,207.7958898,139.0766216,414.188448,NA
"406","05.09.2015",5,14.125,20,61,NA,156.958185,489.4855176,222.9104011,69.39738402,422.5063105,NA
"407","05.09.2016",0,19.125,12,0,NA,162.9844902,359.1227207,126.4570964,84.63948772,227.3699469,NA
"408","05.09.2017",3,20.95,6,NA,NA,128.680505,386.9540244,153.6956235,188.0600808,271.3618616,NA
"409","05.09.2018",2,20.2875,11,0,NA,123.2903877,359.4578725,170.7644491,98.62195995,263.4040015,NA
"410","05.10.2012",7,9.7375,14,61,NA,NA,NA,NA,NA,NA,NA
"411","05.10.2013",7,15.575,8,20,NA,152.2807621,532.4966214,225.9100667,149.250845,326.9931649,87.77473667
"412","05.10.2014",1,16.25,7,NA,NA,82.13424452,773.7384167,233.4058432,52.60982677,278.2138515,NA
"413","05.10.2015",0,16.5,5,10,NA,160.7294473,377.2658382,139.5079025,147.3892051,327.1224655,NA
"414","05.10.2016",3,12,19,NA,NA,114.5741363,313.3301038,120.6242725,114.122887,233.9622588,NA
"415","05.10.2018",0,18.1125,8,5,NA,107.9074585,430.5743402,161.2201394,85.51339942,267.8466121,NA
"416","05.11.2012",7,6.5875,10,61,NA,NA,NA,NA,NA,NA,NA
"417","05.11.2013",4,8.9,12,61,NA,103.7002673,247.5016839,103.8870442,57.53830422,189.3163399,27.33256879
"418","05.11.2014",7,9.5,11,61,NA,113.0789675,325.2106177,159.0906257,59.28333256,293.3864289,NA
"419","05.11.2015",6,13.375,5,61,NA,95.55652893,274.7498394,104.6591799,68.91477526,257.0365984,NA
"420","05.11.2016",7,5.5,5,61,NA,109.2289223,281.8177514,115.6383119,50.77064766,187.5868283,NA
"421","05.11.2017",NA,9.8,8,NA,NA,79.01667201,452.1651311,186.2128996,106.2892277,238.1776962,NA
"422","05.11.2018",8,10.4125,6,10,NA,130.430867,277.3288425,91.4851444,55.68290538,229.8131806,NA
"423","05.12.2012",2,-4.7875,10,NA,NA,NA,NA,NA,NA,NA,NA
"424","05.12.2013",7,4.4625,24,63,NA,120.9746997,270.13371,114.6087448,69.9500583,190.1106469,127.7023013
"425","05.12.2014",7,2,7,61,NA,83.51043059,251.2961134,102.7142624,78.34846601,249.466067,NA
"426","05.12.2015",6,9,14,61,NA,76.81683612,376.3872577,88.19071529,71.83537773,201.4364952,NA
"427","05.12.2016",7,3,7,NA,NA,119.6360138,248.0230297,95.50905562,91.32827549,166.8230171,NA
"428","05.12.2017",7,8.65,17,21,NA,98.68657404,226.9464862,85.36724681,83.25506474,165.2203902,NA
"429","05.12.2018",1,3.7375,6,0,NA,150.9548674,250.980296,75.37646917,85.82869978,204.4246334,NA
"430","06.01.2012",3,2.625,10,NA,NA,NA,NA,NA,NA,NA,NA
"431","06.01.2014",7,7.9125,11,65,NA,146.9110678,299.874481,96.44134222,82.14297011,247.848021,31.03027461
"432","06.01.2015",8,3.625,8,10,NA,116.6218215,310.4625586,125.3566395,190.1484506,265.8548601,NA
"433","06.01.2016",0,-3,12,5,NA,90.00531084,255.1478948,77.64481055,64.03011727,186.7837667,NA
"434","06.01.2017",1,-4.25,6,NA,NA,101.3039454,275.932996,65.36873071,63.4128405,328.6276572,NA
"435","06.01.2018",7,3.1875,8,61,NA,73.84952359,306.6120675,102.4603753,98.3905462,264.1458105,NA
"436","06.01.2019",7,3.65,7,61,NA,91.16240259,392.1365612,186.3427551,44.54933436,386.3591163,NA
"437","06.02.2012",4,-10.25,6,10,NA,NA,NA,NA,NA,NA,NA
"438","06.02.2014",7,7.875,11,20,NA,93.21457157,281.2713708,91.67276173,135.4394016,258.9174255,170.0323873
"439","06.02.2015",2,-0.5,6,22,NA,136.3371064,312.2490437,115.7049766,77.80125963,385.5005665,NA
"440","06.02.2016",7,9.375,11,21,NA,121.6196794,474.0513331,106.7553682,67.77672991,288.5833226,NA
"441","06.02.2017",7,2.5,12,61,NA,132.1774318,237.9595553,91.36226766,82.58571231,220.5745219,NA
"442","06.02.2018",1,-0.8625,5,10,NA,119.7197579,222.3558759,81.22630291,97.05474864,298.0156375,NA
"443","06.02.2019",7,3.6625,11,61,NA,155.4575597,236.7048383,131.6045602,101.2024316,250.1159584,NA
"444","06.03.2012",4,4.5125,10,NA,NA,NA,NA,NA,NA,NA,NA
"445","06.03.2014",3,8.925,9,10,NA,119.6495704,296.7824466,110.0119782,75.70959017,251.5729089,32.97324707
"446","06.03.2015",7,8.125,12,20,NA,100.6686072,297.1362447,121.5597408,64.37687838,238.6132382,NA
"447","06.03.2016",7,4.5,11,10,NA,63.69731768,424.9978701,125.2536287,67.27491296,237.7355144,NA
"448","06.03.2017",8,3.75,17,0,NA,89.67504375,243.6017784,86.99604246,78.09713473,237.3677841,NA
"449","06.03.2018",0,6.4,9,5,NA,105.3389627,254.0358006,109.1434827,117.8814398,213.6115063,NA
"450","06.03.2019",7,6.7625,9,61,NA,124.1798199,270.2755561,105.8628193,53.37941063,288.9797863,NA
"451","06.04.2012",7,6.2,18,61,NA,NA,NA,NA,NA,NA,NA
"452","06.04.2014",7,12.1875,8,63,NA,79.46569895,577.2824747,179.5992429,53.15708263,359.2855033,109.5926753
"453","06.04.2015",0,7.75,10,NA,NA,60.14452235,728.8629226,232.9260356,77.72096502,293.8862674,NA
"454","06.04.2016",6,11.125,12,61,NA,115.4478384,285.4814765,97.08226374,65.42483737,223.9148117,NA
"455","06.04.2017",6,10,17,0,NA,142.7389668,254.3389645,118.8695141,83.04601102,232.449965,NA
"456","06.04.2018",1,9.9875,10,5,NA,118.2060816,312.3981219,89.17879047,49.75465286,248.7852563,NA
"457","06.04.2019",0,12.7625,10,10,NA,221.5449726,454.6636479,182.5825809,NA,244.4445941,NA
"458","06.05.2012",5,8.6,8,NA,NA,NA,NA,NA,NA,NA,NA
"459","06.05.2013",0,15.675,8,NA,NA,NA,NA,NA,NA,NA,NA
"460","06.05.2014",7,15.775,9,NA,NA,117.6343646,350.1074343,113.6296638,66.43061173,265.0235926,50.3603491
"461","06.05.2015",3,17.125,11,21,NA,112.613313,326.9508192,101.8499631,79.62385771,225.0535744,NA
"462","06.05.2016",0,19,14,NA,NA,128.6364148,549.5719746,223.6951674,107.1915177,263.8962056,NA
"463","06.05.2017",7,11,7,0,NA,137.0681898,362.221218,187.8934035,97.00323763,293.9269639,NA
"464","06.05.2018",0,18.9125,10,NA,NA,56.22581881,376.9398012,204.5540399,70.86162291,203.1807861,NA
"465","06.05.2019",3,9.1625,18,61,NA,140.519627,290.8574144,136.8654024,NA,208.4623966,NA
"466","06.06.2012",7,13.8375,10,61,NA,NA,NA,NA,NA,NA,NA
"467","06.06.2013",0,20.85,12,NA,NA,NA,NA,NA,NA,NA,NA
"468","06.06.2014",3,19.3125,12,NA,NA,181.6423047,428.9534433,169.4728349,84.81554383,281.2280677,78.96847037
"469","06.06.2015",3,18.5,19,10,NA,160.0169122,553.1310508,251.6178498,63.51385607,279.0035775,NA
"470","06.06.2016",1,22.875,15,NA,NA,96.63028183,336.0864854,114.7946119,113.6087097,216.7596097,NA
"471","06.06.2017",4,21.625,10,61,NA,129.9233075,405.7575237,140.5655365,150.3064073,230.0880513,NA
"472","06.06.2018",0,22.15,14,5,NA,125.5127993,365.2611368,143.2405245,128.9528522,315.6906021,NA
"473","06.06.2019",6,19.5,13,61,NA,NA,NA,NA,NA,NA,NA
"474","06.07.2012",7,18.5375,10,60,NA,NA,NA,NA,NA,NA,NA
"475","06.07.2013",0,18.9625,8,NA,NA,174.55236,631.906068,291.5579598,80.64657689,361.8669328,38.89426768
"476","06.07.2014",5,25.2375,6,NA,NA,84.80424477,538.6015052,233.4655944,54.4785321,328.5479486,NA
"477","06.07.2015",3,19.875,16,NA,NA,152.3615974,435.5472903,180.9760116,83.03863025,252.9416278,NA
"478","06.07.2016",5,16.5,22,21,NA,108.9400009,423.1190964,164.3490996,98.00093466,319.4446688,NA
"479","06.07.2017",0,18.375,8,NA,NA,170.8024466,448.5182824,188.9177607,116.4483769,261.1287928,NA
"480","06.07.2018",0,20.5125,18,5,NA,125.795745,434.2052092,233.4618039,62.00614962,341.9027649,NA
"481","06.07.2019",7,15.9125,17,61,NA,NA,NA,NA,NA,NA,NA
"482","06.08.2012",5,19.575,16,80,NA,NA,NA,NA,NA,NA,NA
"483","06.08.2013",5,22.225,13,NA,NA,131.9562774,498.9209483,344.1048067,105.5678652,441.521507,143.9154506
"484","06.08.2014",0,22.825,10,NA,NA,140.0032866,716.4770639,445.6012416,57.31425737,319.5691418,NA
"485","06.08.2015",1,27.625,6,NA,NA,205.3074749,637.8008365,298.4609584,69.0212669,307.464976,NA
"486","06.08.2016",5,17.5,14,95,NA,175.2825741,627.3998793,326.032069,75.28878769,352.3967726,NA
"487","06.08.2017",3,18.5,13,21,NA,72.31227591,591.8090524,306.7889629,82.43983293,250.5807322,NA
"488","06.08.2018",0,23.1,5,0,NA,166.7834359,540.7700297,273.1339314,101.809749,322.8575774,NA
"489","06.09.2012",7,16.1125,14,NA,NA,NA,NA,NA,NA,NA,NA
"490","06.09.2013",0,24.7,9,NA,NA,171.4151797,395.673297,183.3727801,68.63167289,307.0194156,38.09653779
"491","06.09.2014",2,24,5,NA,NA,165.4776172,631.7960596,250.5532837,107.3326251,379.4781633,NA
"492","06.09.2015",5,17,18,NA,NA,82.71011672,502.4471421,165.9314224,94.90530422,306.1345561,NA
"493","06.09.2016",2,21.75,6,NA,NA,95.84111443,377.6346341,122.4866887,151.276509,257.2782997,NA
"494","06.09.2017",7,18.2,17,63,NA,86.99855907,312.6679973,123.2689145,112.065133,205.5096501,NA
"495","06.09.2018",0,21.275,11,0,NA,169.3946192,442.5622219,170.9860834,66.51683583,349.4559956,NA
"496","06.10.2013",7,15.25,6,NA,NA,92.48057727,534.597185,225.3468198,52.46099878,340.7012031,96.26410655
"497","06.10.2014",2,15.75,15,10,NA,178.3356701,469.0888003,228.6397012,56.34445777,292.1443849,NA
"498","06.10.2015",7,14.875,14,10,NA,174.298357,354.9615779,191.0478725,92.33543245,262.0969184,NA
"499","06.10.2016",7,11.25,17,20,NA,136.9459577,345.113525,101.6016366,98.64647078,221.2805568,NA
"500","06.10.2017",1,13.8875,13,3,NA,143.0987366,352.3249661,182.5095891,78.28302863,240.1411515,NA
"501","06.10.2018",1,14.3375,6,10,NA,151.0462109,480.4542224,201.2817538,67.85098891,322.4153434,NA
